"Designator","Footprint","X","Y","Rotation","Value"
"C119","_0402MP","45.69","59.71","180","2.2uF"
"C120","PART","45.84","58.19","180","0.47uF"
"C122","PART","50.01","69.85","180","0.1uF"
"C123","PART","49.07","68.25","  0","0.1uF"
"C124","PART","45.89","60.90","  0","0.1uF"
"C125","PART","49.75","68.99","180","0.1uF"
"C126","_0402MP","41.32","70.84","180","10uF"
"C127","_0402MP","42.34","70.00","  0","10uF"
"C128","PART","44.19","59.03","180","0.1uF"
"C129","PART","40.89","61.67"," 45","10pF"
"C130","PART","41.98","62.69","225","10pF"
"C131","PART","40.35","67.31","180","22pF, C0G, 5%"
"C132","PART","39.87","63.27"," 90","22pF, C0G, 5%"
"C133","PART","40.63","63.27"," 90","DNP"
"C134","PART","43.88","70.92","270","9pF"
"C135","PART","48.69","69.98","270","9pF"
"C136","PART","44.09","58.27","  0","10nF"
"FB2","_0603MP","18.66","35.48","180",""
"FB3","_0603MP","18.66","60.88","180",""
"FB5","_0603MP","49.14","35.48","180",""
"FB6","_0603MP","49.14","60.88","180",""
"FID1","FIDUCIAL_1MM"," 2.54"," 7.62","  0","FIDUCIAL"
"FID2","FIDUCIAL_1MM"," 2.54","71.12","  0","FIDUCIAL"
"FID3","FIDUCIAL_1MM","60.96","71.12","  0","FIDUCIAL"
"IC1","QFN32","14.89","40.40","270","ATSAMR21E18A-MUT"
"IC2","QFN32","14.89","65.80","270","ATSAMR21E18A-MUT"
"IC4","QFN32","45.37","40.40","270","ATSAMR21E18A-MUT"
"IC5","QFN32","45.37","65.80","270","ATSAMR21E18A-MUT"
"L1","_0603MP","10.97","43.66","  0","10uH"
"L2","_0603MP","10.97","69.06","  0","10uH"
"L4","_0603MP","41.45","43.66","  0","10uH"
"L5","_0603MP","41.45","69.06","  0","10uH"
"LDO_VREG1","MCP1700T-3302E/TT","16.72","33.55"," 90","MCP1700T-3302E/TT"
"LDO_VREG2","MCP1700T-3302E/TT","16.72","58.95"," 90","MCP1700T-3302E/TT"
"LDO_VREG4","MCP1700T-3302E/TT","47.20","33.55"," 90","MCP1700T-3302E/TT"
"LDO_VREG5","MCP1700T-3302E/TT","47.20","58.95"," 90","MCP1700T-3302E/TT"
"LED1","CHIPLED_0603_NOOUTLINE","20.29","45.77","270","BLUE"
"LED3","CHIPLED_0603_NOOUTLINE","20.29","71.17","270","BLUE"
"LED5","CHIPLED_0603_NOOUTLINE","50.77","45.77","270","BLUE"
"LED6","CHIPLED_0603_NOOUTLINE","50.77","71.17","270","BLUE"
"R3","PART","19.73","34.54","180","330"
"R5","PART","19.40","33.50","270","10K"
"R6","PART","18.59","46.13","270","330"
"R11","PART","19.73","59.94","180","330"
"R12","PART","19.40","58.90","270","10K"
"R13","PART","18.59","71.53","270","330"
"R21","PART","50.21","34.54","180","330"
"R22","PART","49.88","33.50","270","10K"
"R23","PART","49.07","46.13","270","330"
"R26","PART","50.21","59.94","180","330"
"R27","PART","49.88","58.90","270","10K"
"R28","PART","49.07","71.53","270","330"
"U$27","0479480001"," 7.07","39.49","180","0479480001"
"U$60","0479480001"," 7.07","64.89","180","0479480001"
"U$100","0479480001","37.55","39.49","180","0479480001"
"U$120","0479480001","37.55","64.89","180","0479480001"
"USB1","USB_MICROB_PACKAGE","22.13","39.50"," 90","USB_MICROB"
"USB2","USB_MICROB_PACKAGE","22.13","64.90"," 90","USB_MICROB"
"USB4","USB_MICROB_PACKAGE","52.61","39.50"," 90","USB_MICROB"
"USB5","USB_MICROB_PACKAGE","52.61","64.90"," 90","USB_MICROB"
"XOSC1","TSX-3225","12.24","35.33"," 45","12MHz"
"XOSC2","TSX-3225","12.24","60.73"," 45","12MHz"
"XOSC4","TSX-3225","42.72","35.33"," 45","12MHz"
"XOSC5","TSX-3225","42.72","60.73"," 45","12MHz"
"XOSCRF1","TSX-3225","15.85","45.28","  0","16MHz"
"XOSCRF2","TSX-3225","15.85","70.68","  0","16MHz"
"XOSCRF4","TSX-3225","46.33","45.28","  0","16MHz"
"XOSCRF5","TSX-3225","46.33","70.68","  0","16MHz"
